Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Nome Estacao,Codigo Estacao
2017-08-31,2.0,1.2,971.8,27.2,4.5,PAULISTANA,A330
2017-09-30,0.0,0.0,972.3,26.8,5.4,PAULISTANA,A330
2017-10-31,0.0,0.0,969.0,29.8,4.6,PAULISTANA,A330
2017-11-30,6.0,51.4,967.2,30.1,3.0,PAULISTANA,A330
2017-12-31,6.0,22.6,967.4,29.9,2.5,PAULISTANA,A330
2018-01-31,11.0,62.2,968.2,28.6,2.7,PAULISTANA,A330
2018-02-28,20.0,133.2,968.1,26.7,1.9,PAULISTANA,A330
2018-03-31,14.0,109.4,968.5,26.8,1.7,PAULISTANA,A330
2018-04-30,8.0,108.8,969.9,25.9,2.7,PAULISTANA,A330
2018-05-31,1.0,0.8,970.7,27.1,3.7,PAULISTANA,A330
2018-06-30,0.0,0.0,972.3,26.7,4.0,PAULISTANA,A330
2018-07-31,0.0,0.0,972.4,26.5,4.3,PAULISTANA,A330
2018-08-31,0.0,0.0,972.2,27.8,4.1,PAULISTANA,A330
2018-09-30,0.0,0.0,969.5,29.3,4.3,PAULISTANA,A330
2018-10-31,7.0,51.4,968.3,29.8,3.2,PAULISTANA,A330
2018-11-30,2.0,24.6,967.5,30.3,3.5,PAULISTANA,A330
2018-12-31,13.0,146.4,969.5,26.4,2.2,PAULISTANA,A330
2019-01-31,4.0,15.8,969.6,29.0,2.8,PAULISTANA,A330
2019-02-28,11.0,130.6,968.7,27.8,1.8,PAULISTANA,A330
2019-03-31,11.0,125.8,969.4,26.6,1.6,PAULISTANA,A330
2019-04-30,3.0,,969.2,27.4,1.9,PAULISTANA,A330
2019-05-31,4.0,31.6,969.5,27.9,2.8,PAULISTANA,A330
2019-06-30,2.0,10.8,972.4,26.4,4.1,PAULISTANA,A330
2019-07-31,3.0,0.6,972.4,26.4,4.1,PAULISTANA,A330
2019-08-31,0.0,0.0,973.4,26.8,4.7,PAULISTANA,A330
2019-09-30,0.0,0.0,970.7,29.1,4.3,PAULISTANA,A330
2019-10-31,3.0,23.8,968.7,30.0,4.0,PAULISTANA,A330
2019-11-30,3.0,8.6,967.0,30.6,3.0,PAULISTANA,A330
2019-12-31,3.0,45.8,967.4,30.5,3.1,PAULISTANA,A330
2020-01-31,17.0,236.8,969.0,26.7,1.5,PAULISTANA,A330
2020-02-29,12.0,195.8,969.2,26.6,1.6,PAULISTANA,A330
2020-03-31,19.0,168.6,969.2,26.1,1.6,PAULISTANA,A330
2020-04-30,10.0,88.6,970.0,26.0,2.2,PAULISTANA,A330
2020-05-31,4.0,42.2,971.2,26.0,3.0,PAULISTANA,A330
2020-06-30,5.0,4.6,971.9,25.4,3.4,PAULISTANA,A330
2020-07-31,0.0,0.0,971.9,25.6,4.3,PAULISTANA,A330
2020-08-31,0.0,0.0,971.7,26.5,4.5,PAULISTANA,A330
2020-09-30,,,970.8,27.7,4.3,PAULISTANA,A330
2020-10-31,,,,,,PAULISTANA,A330
2020-11-30,,,,,,PAULISTANA,A330
2020-12-31,,,,,,PAULISTANA,A330
2021-01-31,,,,,,PAULISTANA,A330
2021-02-28,,,,,,PAULISTANA,A330
2021-03-31,,,,,,PAULISTANA,A330
2021-04-30,,,,,,PAULISTANA,A330
2021-05-31,,,,,,PAULISTANA,A330
2021-06-30,,,,,,PAULISTANA,A330
2021-07-31,,,,,,PAULISTANA,A330
2021-08-31,,,,,,PAULISTANA,A330
2021-09-30,,,,,,PAULISTANA,A330
2021-10-31,,,,,,PAULISTANA,A330
2021-11-30,,,,,,PAULISTANA,A330
2021-12-31,,,,,,PAULISTANA,A330
2022-01-31,,,,,,PAULISTANA,A330
2022-02-28,,,,,,PAULISTANA,A330
2022-03-31,,,,,,PAULISTANA,A330
2022-04-30,,,,,,PAULISTANA,A330
2022-05-31,,,,,,PAULISTANA,A330
2022-06-30,,,,,,PAULISTANA,A330
2022-07-31,,,,,,PAULISTANA,A330
2022-08-31,,,,,,PAULISTANA,A330
2022-09-30,,,,,,PAULISTANA,A330
2022-10-31,,,,,,PAULISTANA,A330
2022-11-30,,,,,,PAULISTANA,A330
2022-12-31,,,,,,PAULISTANA,A330
2023-01-31,,,,,,PAULISTANA,A330
2023-02-28,,,,,,PAULISTANA,A330
2023-03-31,,,,,,PAULISTANA,A330
2023-04-30,,,,,,PAULISTANA,A330
2023-05-31,6.0,33.0,970.5,26.6,2.9,PAULISTANA,A330
2023-06-30,2.0,0.8,972.4,26.3,3.9,PAULISTANA,A330
2023-07-31,0.0,0.0,972.7,26.9,3.9,PAULISTANA,A330
2023-08-31,1.0,3.0,971.2,28.1,3.6,PAULISTANA,A330
2023-09-30,0.0,0.0,970.3,29.4,3.9,PAULISTANA,A330
2023-10-31,0.0,0.0,968.2,31.2,3.3,PAULISTANA,A330
2023-11-30,8.0,58.8,967.8,30.3,2.5,PAULISTANA,A330
2023-12-31,4.0,71.6,967.8,30.2,2.8,PAULISTANA,A330
2024-01-31,15.0,288.8,969.1,27.9,1.6,PAULISTANA,A330
2024-02-29,16.0,197.0,969.8,26.9,2.2,PAULISTANA,A330
2024-03-31,16.0,123.4,969.0,27.1,1.8,PAULISTANA,A330
2024-04-30,10.0,100.4,968.8,26.9,2.3,PAULISTANA,A330
2024-05-31,1.0,0.4,970.0,27.7,3.4,PAULISTANA,A330
2024-06-30,2.0,0.4,971.8,26.9,3.8,PAULISTANA,A330
2024-07-31,2.0,4.6,973.5,26.1,4.1,PAULISTANA,A330
2024-08-31,0.0,0.0,972.5,27.4,4.1,PAULISTANA,A330
2024-09-30,0.0,0.0,970.7,28.6,4.1,PAULISTANA,A330
2024-10-31,2.0,18.6,968.9,30.6,3.2,PAULISTANA,A330
2024-11-30,6.0,22.8,967.6,30.0,2.9,PAULISTANA,A330
2024-12-31,6.0,26.0,967.5,30.3,1.8,PAULISTANA,A330
2014-01-31,9.0,22.0,984.5,28.9,2.1,PICOS,A343
2014-02-28,8.0,170.0,983.9,27.5,1.8,PICOS,A343
2014-03-31,17.0,135.0,984.7,27.1,1.7,PICOS,A343
2014-04-30,12.0,62.2,985.2,27.0,1.7,PICOS,A343
2014-05-31,8.0,18.8,985.6,27.8,2.0,PICOS,A343
2014-06-30,,,986.9,28.3,2.6,PICOS,A343
2014-07-31,,,,28.1,,PICOS,A343
2014-08-31,,,,,,PICOS,A343
2014-09-30,0.0,0.0,986.3,30.3,2.8,PICOS,A343
2014-10-31,3.0,10.0,985.2,30.7,2.9,PICOS,A343
2014-11-30,5.0,55.2,983.8,30.1,2.4,PICOS,A343
2014-12-31,8.0,23.4,984.5,29.2,2.2,PICOS,A343
2015-01-31,14.0,99.4,985.1,28.5,2.0,PICOS,A343
2015-02-28,21.0,119.4,985.0,27.5,1.7,PICOS,A343
2015-03-31,17.0,179.8,984.9,26.5,,PICOS,A343
2015-04-30,10.0,57.0,985.3,26.7,,PICOS,A343
2015-05-31,5.0,26.6,986.2,27.3,,PICOS,A343
2015-06-30,1.0,,988.2,27.4,,PICOS,A343
2015-07-31,1.0,,,,,PICOS,A343
2015-08-31,1.0,,,,,PICOS,A343
2015-09-30,1.0,0.6,985.4,30.8,2.7,PICOS,A343
2015-10-31,3.0,9.8,984.8,31.8,2.9,PICOS,A343
2015-11-30,1.0,1.8,982.9,32.5,2.6,PICOS,A343
2015-12-31,4.0,3.8,984.3,32.0,2.7,PICOS,A343
2016-01-31,8.0,,,,,PICOS,A343
2016-02-29,,,,,,PICOS,A343
2016-03-31,11.0,,985.6,27.6,1.6,PICOS,A343
2016-04-30,6.0,13.0,984.5,28.9,2.0,PICOS,A343
2016-05-31,4.0,32.0,986.4,29.1,2.0,PICOS,A343
2016-06-30,1.0,0.8,988.2,28.0,2.4,PICOS,A343
2016-07-31,1.0,0.2,987.9,28.0,2.9,PICOS,A343
2016-08-31,0.0,0.0,987.2,28.9,2.8,PICOS,A343
2016-09-30,5.0,6.6,986.0,30.6,2.8,PICOS,A343
2016-10-31,3.0,14.6,983.7,31.6,2.8,PICOS,A343
2016-11-30,2.0,2.0,982.8,32.0,2.9,PICOS,A343
2016-12-31,9.0,67.4,983.4,30.0,2.2,PICOS,A343
2017-01-31,12.0,55.4,983.9,29.1,2.0,PICOS,A343
2017-02-28,15.0,93.0,984.2,27.1,1.8,PICOS,A343
2017-03-31,15.0,109.4,984.5,26.7,1.6,PICOS,A343
2017-04-30,8.0,60.0,984.7,27.7,1.8,PICOS,A343
2017-05-31,5.0,30.4,985.6,29.0,2.1,PICOS,A343
2017-06-30,3.0,6.6,987.1,27.7,2.8,PICOS,A343
2017-07-31,0.0,0.0,989.8,27.0,3.7,PICOS,A343
2017-08-31,,,,,,PICOS,A343
2017-09-30,,,,,,PICOS,A343
2017-10-31,3.0,,,32.0,,PICOS,A343
2017-11-30,7.0,4.4,982.7,31.2,2.5,PICOS,A343
2017-12-31,8.0,39.0,983.1,30.2,2.2,PICOS,A343
2018-01-31,8.0,35.2,984.0,27.5,1.8,PICOS,A343
2018-02-28,18.0,61.6,984.2,26.3,1.7,PICOS,A343
2018-03-31,14.0,61.2,984.4,26.5,1.6,PICOS,A343
2018-04-30,8.0,41.2,985.7,25.9,1.7,PICOS,A343
2018-05-31,0.0,0.0,986.4,27.2,2.1,PICOS,A343
2018-06-30,0.0,0.0,987.8,27.6,2.4,PICOS,A343
2018-07-31,0.0,0.0,987.8,27.4,2.6,PICOS,A343
2018-08-31,0.0,0.0,987.5,28.9,2.6,PICOS,A343
2018-09-30,1.0,0.8,984.7,30.6,2.6,PICOS,A343
2018-10-31,2.0,7.2,983.7,30.9,2.3,PICOS,A343
2018-11-30,4.0,3.2,982.9,31.1,2.4,PICOS,A343
2018-12-31,9.0,28.6,985.4,26.5,1.7,PICOS,A343
2019-01-31,10.0,10.6,985.4,27.5,1.7,PICOS,A343
2019-02-28,,,984.7,26.8,1.5,PICOS,A343
2019-03-31,,,985.4,26.2,1.5,PICOS,A343
2019-04-30,,,985.2,26.5,1.3,PICOS,A343
2019-05-31,6.0,20.0,985.3,26.7,1.6,PICOS,A343
2019-06-30,2.0,3.0,987.9,26.3,2.1,PICOS,A343
2019-07-31,1.0,3.6,988.0,27.0,2.4,PICOS,A343
2019-08-31,0.0,0.0,988.8,28.2,2.6,PICOS,A343
2019-09-30,1.0,3.8,986.0,30.4,2.5,PICOS,A343
2019-10-31,4.0,8.8,983.9,31.1,2.5,PICOS,A343
2019-11-30,9.0,15.0,982.4,31.3,2.2,PICOS,A343
2019-12-31,7.0,11.0,982.9,30.9,2.1,PICOS,A343
2020-01-31,,,984.9,26.7,1.5,PICOS,A343
2020-02-29,,,985.2,26.3,1.5,PICOS,A343
2020-03-31,,,985.2,26.1,1.4,PICOS,A343
2020-04-30,,,985.9,,1.3,PICOS,A343
2020-05-31,,,986.9,,1.5,PICOS,A343
2020-06-30,1.0,,,,,PICOS,A343
2020-07-31,,,,,,PICOS,A343
2020-08-31,,,,,,PICOS,A343
2020-09-30,,,,,,PICOS,A343
2020-10-31,,,,,,PICOS,A343
2020-11-30,,,,,,PICOS,A343
2020-12-31,,,,,,PICOS,A343
2021-01-31,,,,,,PICOS,A343
2021-02-28,,,,,,PICOS,A343
2021-03-31,,,,,,PICOS,A343
2021-04-30,,,,,,PICOS,A343
2021-05-31,,,,,,PICOS,A343
2021-06-30,,,,,,PICOS,A343
2021-07-31,,,,,,PICOS,A343
2021-08-31,,,,,,PICOS,A343
2021-09-30,,,,,,PICOS,A343
2021-10-31,,,,,,PICOS,A343
2021-11-30,,,,,,PICOS,A343
2021-12-31,,,,,,PICOS,A343
2022-01-31,,,,,,PICOS,A343
2022-02-28,,,,,,PICOS,A343
2022-03-31,,,,,,PICOS,A343
2022-04-30,,,,,,PICOS,A343
2022-05-31,,,,,,PICOS,A343
2022-06-30,,,,,,PICOS,A343
2022-07-31,,,,,,PICOS,A343
2022-08-31,,,,,,PICOS,A343
2022-09-30,,,,,,PICOS,A343
2022-10-31,2.0,,,,,PICOS,A343
2022-11-30,,,,,,PICOS,A343
2022-12-31,,,,,,PICOS,A343
2023-01-31,,,,,,PICOS,A343
2023-02-28,,,,,,PICOS,A343
2023-03-31,1.0,,,,,PICOS,A343
2023-04-30,,,,,,PICOS,A343
2023-05-31,,,,,,PICOS,A343
2023-06-30,,,,,,PICOS,A343
2023-07-31,,,,,,PICOS,A343
2023-08-31,,,,,,PICOS,A343
2023-09-30,,,,,,PICOS,A343
2023-10-31,,,,,,PICOS,A343
2023-11-30,,,,,,PICOS,A343
2023-12-31,,,,,,PICOS,A343
2024-01-31,,,,,,PICOS,A343
2024-02-29,,,,,,PICOS,A343
2024-03-31,,,,,,PICOS,A343
2024-04-30,,,,,,PICOS,A343
2024-05-31,,,,,,PICOS,A343
2024-06-30,,,,,,PICOS,A343
2024-07-31,,,,,,PICOS,A343
2024-08-31,,,,,,PICOS,A343
2024-09-30,,,,,,PICOS,A343
2024-10-31,,,,,,PICOS,A343
2024-11-30,,,,,,PICOS,A343
2024-12-31,,,,,,PICOS,A343
2014-01-31,15.0,47.6,992.1,27.4,1.7,PIRIPIRI,A335
2014-02-28,,,991.4,26.4,1.2,PIRIPIRI,A335
2014-03-31,10.0,,992.3,26.3,1.2,PIRIPIRI,A335
2014-04-30,25.0,292.6,992.8,25.8,1.0,PIRIPIRI,A335
2014-05-31,19.0,163.6,992.9,26.2,1.0,PIRIPIRI,A335
2014-06-30,8.0,66.2,993.6,26.9,1.1,PIRIPIRI,A335
2014-07-31,4.0,8.4,995.4,27.2,1.5,PIRIPIRI,A335
2014-08-31,1.0,0.4,994.2,28.1,1.8,PIRIPIRI,A335
2014-09-30,0.0,0.0,993.1,28.9,1.9,PIRIPIRI,A335
2014-10-31,,,991.9,30.0,2.4,PIRIPIRI,A335
2014-11-30,,,,29.6,,PIRIPIRI,A335
2014-12-31,,,,,,PIRIPIRI,A335
2015-01-31,,,,,,PIRIPIRI,A335
2015-02-28,1.0,,,,,PIRIPIRI,A335
2015-03-31,19.0,360.4,992.5,26.2,1.4,PIRIPIRI,A335
2015-04-30,18.0,150.0,992.9,26.2,1.5,PIRIPIRI,A335
2015-05-31,12.0,48.2,993.2,26.9,1.3,PIRIPIRI,A335
2015-06-30,9.0,48.6,994.7,26.9,1.5,PIRIPIRI,A335
2015-07-31,5.0,19.0,994.4,27.6,2.0,PIRIPIRI,A335
2015-08-31,0.0,0.0,993.5,28.6,2.0,PIRIPIRI,A335
2015-09-30,1.0,1.0,992.8,29.4,2.3,PIRIPIRI,A335
2015-10-31,4.0,18.4,992.2,30.1,2.4,PIRIPIRI,A335
2015-11-30,2.0,1.0,990.8,30.1,2.3,PIRIPIRI,A335
2015-12-31,4.0,8.2,992.1,30.1,2.5,PIRIPIRI,A335
2016-01-31,19.0,153.4,992.7,27.4,1.8,PIRIPIRI,A335
2016-02-29,13.0,162.8,992.5,27.3,1.6,PIRIPIRI,A335
2016-03-31,20.0,367.2,993.0,27.0,1.4,PIRIPIRI,A335
2016-04-30,13.0,114.6,992.1,27.3,1.6,PIRIPIRI,A335
2016-05-31,13.0,74.6,994.0,27.2,1.4,PIRIPIRI,A335
2016-06-30,6.0,,995.0,27.4,1.6,PIRIPIRI,A335
2016-07-31,,,,,,PIRIPIRI,A335
2016-08-31,,,,,,PIRIPIRI,A335
2016-09-30,4.0,,,,,PIRIPIRI,A335
2016-10-31,0.0,0.0,991.1,30.2,2.7,PIRIPIRI,A335
2016-11-30,3.0,2.4,990.2,30.8,2.6,PIRIPIRI,A335
2016-12-31,11.0,41.0,991.0,29.0,2.2,PIRIPIRI,A335
2017-01-31,17.0,59.2,991.8,27.8,2.0,PIRIPIRI,A335
2017-02-28,17.0,281.4,991.9,26.6,1.7,PIRIPIRI,A335
2017-03-31,26.0,385.0,992.4,25.7,,PIRIPIRI,A335
2017-04-30,26.0,284.4,992.4,26.1,,PIRIPIRI,A335
2017-05-31,23.0,147.6,993.1,26.7,,PIRIPIRI,A335
2017-06-30,6.0,102.4,993.8,27.0,,PIRIPIRI,A335
2017-07-31,1.0,,,,,PIRIPIRI,A335
2017-08-31,,,,,,PIRIPIRI,A335
2017-09-30,,,,,,PIRIPIRI,A335
2017-10-31,,,,,,PIRIPIRI,A335
2017-11-30,,,,,,PIRIPIRI,A335
2017-12-31,6.0,19.6,990.8,31.1,2.5,PIRIPIRI,A335
2018-01-31,21.0,107.0,991.6,28.5,1.9,PIRIPIRI,A335
2018-02-28,25.0,414.2,992.0,27.0,1.7,PIRIPIRI,A335
2018-03-31,26.0,191.2,992.1,27.5,1.6,PIRIPIRI,A335
2018-04-30,23.0,292.4,993.1,26.8,1.5,PIRIPIRI,A335
2018-05-31,13.0,78.4,993.5,27.6,1.5,PIRIPIRI,A335
2018-06-30,3.0,5.4,994.7,28.0,1.7,PIRIPIRI,A335
2018-07-31,0.0,0.0,994.4,28.7,1.9,PIRIPIRI,A335
2018-08-31,4.0,9.2,994.5,28.9,2.0,PIRIPIRI,A335
2018-09-30,3.0,19.8,991.8,30.4,2.3,PIRIPIRI,A335
2018-10-31,8.0,31.2,991.4,30.4,2.3,PIRIPIRI,A335
2018-11-30,3.0,86.6,990.4,31.1,2.3,PIRIPIRI,A335
2018-12-31,9.0,81.6,992.7,28.4,1.9,PIRIPIRI,A335
2019-01-31,17.0,232.2,993.1,27.7,1.8,PIRIPIRI,A335
2019-02-28,23.0,193.6,992.5,27.0,1.6,PIRIPIRI,A335
2019-03-31,22.0,437.4,993.1,26.9,1.6,PIRIPIRI,A335
2019-04-30,27.0,468.0,992.9,26.9,,PIRIPIRI,A335
2019-05-31,,,,,,PIRIPIRI,A335
2019-06-30,,,,,,PIRIPIRI,A335
2019-07-31,1.0,,,,,PIRIPIRI,A335
2019-08-31,,,,,,PIRIPIRI,A335
2019-09-30,,,,,,PIRIPIRI,A335
2019-10-31,,,,,,PIRIPIRI,A335
2019-11-30,3.0,,,30.3,,PIRIPIRI,A335
2019-12-31,7.0,38.8,990.9,30.6,2.2,PIRIPIRI,A335
2020-01-31,22.0,200.0,992.9,27.7,1.6,PIRIPIRI,A335
2020-02-29,26.0,286.4,993.0,27.3,1.5,PIRIPIRI,A335
2020-03-31,27.0,492.8,993.0,27.2,1.5,PIRIPIRI,A335
2020-04-30,23.0,185.2,993.4,27.6,1.5,PIRIPIRI,A335
2020-05-31,18.0,105.4,994.1,27.9,1.5,PIRIPIRI,A335
2020-06-30,4.0,37.6,994.2,28.2,1.9,PIRIPIRI,A335
2020-07-31,5.0,4.8,994.0,28.5,1.9,PIRIPIRI,A335
2020-08-31,2.0,15.6,993.6,29.3,2.2,PIRIPIRI,A335
2020-09-30,1.0,3.4,992.9,30.2,2.2,PIRIPIRI,A335
2020-10-31,2.0,6.6,991.7,30.7,2.4,PIRIPIRI,A335
2020-11-30,12.0,179.8,991.5,29.4,1.9,PIRIPIRI,A335
2020-12-31,8.0,43.8,991.4,29.5,2.0,PIRIPIRI,A335
2021-01-31,18.0,224.6,991.5,27.7,1.8,PIRIPIRI,A335
2021-02-28,21.0,321.8,991.9,27.1,1.7,PIRIPIRI,A335
2021-03-31,28.0,469.2,992.3,26.5,1.5,PIRIPIRI,A335
2021-04-30,17.0,181.4,992.2,27.6,1.6,PIRIPIRI,A335
2021-05-31,15.0,196.6,993.6,27.6,1.6,PIRIPIRI,A335
2021-06-30,15.0,95.0,994.2,27.7,1.6,PIRIPIRI,A335
2021-07-31,7.0,88.0,995.0,28.0,1.7,PIRIPIRI,A335
2021-08-31,1.0,2.0,993.9,29.1,2.0,PIRIPIRI,A335
2021-09-30,9.0,38.4,993.0,29.8,2.2,PIRIPIRI,A335
2021-10-31,7.0,33.0,991.8,30.2,2.2,PIRIPIRI,A335
2021-11-30,9.0,27.4,991.1,29.6,2.0,PIRIPIRI,A335
2021-12-31,12.0,142.6,990.5,29.8,2.0,PIRIPIRI,A335
2022-01-31,18.0,310.2,992.6,26.9,1.7,PIRIPIRI,A335
2022-02-28,11.0,,,27.8,,PIRIPIRI,A335
2022-03-31,28.0,426.2,991.8,26.3,1.5,PIRIPIRI,A335
2022-04-30,29.0,363.4,992.3,26.5,1.4,PIRIPIRI,A335
2022-05-31,13.0,202.4,993.8,27.2,1.7,PIRIPIRI,A335
2022-06-30,7.0,65.0,993.8,27.1,1.7,PIRIPIRI,A335
2022-07-31,4.0,9.2,994.2,27.8,1.9,PIRIPIRI,A335
2022-08-31,3.0,31.8,993.9,28.6,1.9,PIRIPIRI,A335
2022-09-30,3.0,30.6,993.0,29.4,2.1,PIRIPIRI,A335
2022-10-31,8.0,45.4,991.6,30.1,2.3,PIRIPIRI,A335
2022-11-30,7.0,98.8,991.7,28.8,1.9,PIRIPIRI,A335
2022-12-31,7.0,32.8,991.4,28.7,1.9,PIRIPIRI,A335
2023-01-31,,,,,,PIRIPIRI,A335
2023-02-28,,,,,,PIRIPIRI,A335
2023-03-31,19.0,,993.5,25.4,1.5,PIRIPIRI,A335
2023-04-30,23.0,386.0,992.7,26.1,1.4,PIRIPIRI,A335
2023-05-31,15.0,121.4,993.7,27.3,1.5,PIRIPIRI,A335
2023-06-30,7.0,36.4,995.0,27.5,1.7,PIRIPIRI,A335
2023-07-31,5.0,13.0,995.2,28.2,1.8,PIRIPIRI,A335
2023-08-31,0.0,0.0,994.1,28.9,2.0,PIRIPIRI,A335
2023-09-30,0.0,0.0,993.0,29.8,2.2,PIRIPIRI,A335
2023-10-31,3.0,16.4,991.7,30.2,2.2,PIRIPIRI,A335
2023-11-30,2.0,0.6,991.5,30.2,2.2,PIRIPIRI,A335
2023-12-31,9.0,124.6,991.4,29.8,2.1,PIRIPIRI,A335
2024-01-31,10.0,127.0,993.2,28.4,1.7,PIRIPIRI,A335
2024-02-29,26.0,421.6,993.4,27.3,1.7,PIRIPIRI,A335
2024-03-31,29.0,366.0,993.1,26.8,1.5,PIRIPIRI,A335
2024-04-30,26.0,528.8,992.7,26.6,1.4,PIRIPIRI,A335
2024-05-31,21.0,214.8,993.1,27.6,1.4,PIRIPIRI,A335
2024-06-30,5.0,7.0,994.5,27.7,1.8,PIRIPIRI,A335
2024-07-31,1.0,10.4,995.8,27.8,1.9,PIRIPIRI,A335
2024-08-31,2.0,0.6,995.0,28.6,2.0,PIRIPIRI,A335
2024-09-30,1.0,1.2,993.1,29.7,2.0,PIRIPIRI,A335
2024-10-31,8.0,22.0,992.4,30.1,2.3,PIRIPIRI,A335
2024-11-30,3.0,6.0,991.1,30.1,2.1,PIRIPIRI,A335
2024-12-31,9.0,118.4,991.4,29.1,2.0,PIRIPIRI,A335
2014-01-31,15.0,110.4,977.7,25.5,1.6,SAO PEDRO DO PIAUI,A362
2014-02-28,19.0,206.4,977.0,25.3,1.5,SAO PEDRO DO PIAUI,A362
2014-03-31,21.0,242.0,977.8,25.3,1.5,SAO PEDRO DO PIAUI,A362
2014-04-30,16.0,112.8,978.3,25.6,1.5,SAO PEDRO DO PIAUI,A362
2014-05-31,13.0,77.2,978.5,26.0,1.5,SAO PEDRO DO PIAUI,A362
2014-06-30,3.0,2.4,979.3,26.7,1.7,SAO PEDRO DO PIAUI,A362
2014-07-31,2.0,8.8,981.1,27.0,1.8,SAO PEDRO DO PIAUI,A362
2014-08-31,1.0,0.4,979.9,28.4,2.0,SAO PEDRO DO PIAUI,A362
2014-09-30,2.0,3.0,978.7,29.4,2.0,SAO PEDRO DO PIAUI,A362
2014-10-31,8.0,55.8,977.7,29.4,2.1,SAO PEDRO DO PIAUI,A362
2014-11-30,7.0,28.2,976.7,28.7,1.8,SAO PEDRO DO PIAUI,A362
2014-12-31,15.0,83.6,977.3,27.7,1.7,SAO PEDRO DO PIAUI,A362
2015-01-31,14.0,98.4,978.3,26.4,1.6,SAO PEDRO DO PIAUI,A362
2015-02-28,19.0,332.8,978.1,25.3,1.5,SAO PEDRO DO PIAUI,A362
2015-03-31,20.0,159.8,978.0,25.4,1.5,SAO PEDRO DO PIAUI,A362
2015-04-30,16.0,100.0,978.4,25.8,1.5,SAO PEDRO DO PIAUI,A362
2015-05-31,12.0,42.2,978.9,26.0,1.5,SAO PEDRO DO PIAUI,A362
2015-06-30,2.0,5.8,980.4,26.3,1.8,SAO PEDRO DO PIAUI,A362
2015-07-31,3.0,4.6,980.1,27.6,2.0,SAO PEDRO DO PIAUI,A362
2015-08-31,,,,,,SAO PEDRO DO PIAUI,A362
2015-09-30,2.0,0.4,978.2,30.0,2.0,SAO PEDRO DO PIAUI,A362
2015-10-31,4.0,13.6,977.7,30.6,2.1,SAO PEDRO DO PIAUI,A362
2015-11-30,7.0,11.2,976.3,30.3,2.1,SAO PEDRO DO PIAUI,A362
2015-12-31,13.0,33.6,977.6,30.0,2.1,SAO PEDRO DO PIAUI,A362
2016-01-31,19.0,278.8,978.3,26.5,1.7,SAO PEDRO DO PIAUI,A362
2016-02-29,11.0,94.0,978.1,27.0,1.6,SAO PEDRO DO PIAUI,A362
2016-03-31,18.0,127.8,978.5,26.7,1.6,SAO PEDRO DO PIAUI,A362
2016-04-30,9.0,19.4,977.6,27.3,1.6,SAO PEDRO DO PIAUI,A362
2016-05-31,7.0,17.8,979.4,27.4,1.6,SAO PEDRO DO PIAUI,A362
2016-06-30,3.0,25.2,980.7,27.3,2.0,SAO PEDRO DO PIAUI,A362
2016-07-31,2.0,4.6,980.2,27.9,1.9,SAO PEDRO DO PIAUI,A362
2016-08-31,1.0,0.2,979.6,29.1,2.0,SAO PEDRO DO PIAUI,A362
2016-09-30,7.0,7.8,978.8,30.0,2.0,SAO PEDRO DO PIAUI,A362
2016-10-31,3.0,35.8,976.7,30.4,2.0,SAO PEDRO DO PIAUI,A362
2016-11-30,5.0,6.0,975.8,30.8,1.8,SAO PEDRO DO PIAUI,A362
2016-12-31,10.0,23.0,976.6,28.8,1.7,SAO PEDRO DO PIAUI,A362
2017-01-31,11.0,160.6,977.3,27.2,1.8,SAO PEDRO DO PIAUI,A362
2017-02-28,20.0,193.4,977.5,25.9,1.6,SAO PEDRO DO PIAUI,A362
2017-03-31,13.0,41.0,977.8,25.6,1.5,SAO PEDRO DO PIAUI,A362
2017-04-30,,,977.9,26.1,1.5,SAO PEDRO DO PIAUI,A362
2017-05-31,,,978.6,26.9,1.5,SAO PEDRO DO PIAUI,A362
2017-06-30,3.0,2.6,979.5,27.1,1.9,SAO PEDRO DO PIAUI,A362
2017-07-31,0.0,0.0,981.7,26.9,2.4,SAO PEDRO DO PIAUI,A362
2017-08-31,2.0,5.2,979.3,29.1,1.9,SAO PEDRO DO PIAUI,A362
2017-09-30,,,,29.4,,SAO PEDRO DO PIAUI,A362
2017-10-31,1.0,,,,,SAO PEDRO DO PIAUI,A362
2017-11-30,,,,,,SAO PEDRO DO PIAUI,A362
2017-12-31,13.0,62.6,976.6,27.5,1.7,SAO PEDRO DO PIAUI,A362
2018-01-31,18.0,12.0,977.3,25.9,1.7,SAO PEDRO DO PIAUI,A362
2018-02-28,,,977.5,25.0,1.6,SAO PEDRO DO PIAUI,A362
2018-03-31,,,977.6,25.7,1.5,SAO PEDRO DO PIAUI,A362
2018-04-30,,,978.6,25.3,1.4,SAO PEDRO DO PIAUI,A362
2018-05-31,2.0,6.4,979.3,26.0,1.6,SAO PEDRO DO PIAUI,A362
2018-06-30,2.0,1.6,980.4,26.3,1.7,SAO PEDRO DO PIAUI,A362
2018-07-31,0.0,0.0,980.2,27.3,1.8,SAO PEDRO DO PIAUI,A362
